Etunimi;Lkm 2023;Lkm 2021;Yleisyysluokka
Ate;73;77;1
Atef;19;19;1
Atem;10;9;1
Atenpoika;28;26;1
Ateya;5;5;0
Athanasios;16;15;1
Atheer;5;0;0
Athos;13;11;1
Ati;22;22;1
Atif;7;7;0
Atik;12;11;1
Atila;9;7;0
Atilla;32;31;1
Atlas;155;101;2
Atle;110;110;2
Ato;11;10;1
Aton;6;6;0
Atos;24;24;1
Atri;26;26;1
Atro;250;248;2
Atso;789;744;2
Atta;7;6;0
Atte;6750;6703;3
Atte-Eemeli;5;5;0
Atte-Matias;5;5;0
Atte-Oskari;12;12;1
Atte-Pekka;10;10;1
Atte-Petteri;7;7;0
Atte-Ville;6;6;0
Atti;7;6;0
Atticus;12;11;1
Attila;78;76;1
Atto;6;6;0
Attu;5;5;0
Auer;9;10;0
August;5604;5351;3
Auguste;14;12;1
Augusti;405;398;2
Augustin;50;48;1
Augustine;19;19;1
Augustino;5;5;0
Augustinus;15;15;1
Augusto;53;47;1
Augustus;56;43;1
Auku;20;20;1
Aukust;52;50;1
Aukusti;9796;9701;3
Auli;5;8;0
Aulis;11337;11910;4
Aulo;9;9;0
Aung;15;14;1
Auno;169;176;2
Aunus;27;27;1
Aurel;21;16;1
Aureliano;7;6;0
Aurelio;44;35;1
Aurelius;62;47;1
Auri;19;18;1
Aurinko;14;13;1
Auro;13;10;1
Auron;6;6;0
Aurora;24;14;1
Aus;7;5;0
Austin;39;37;1
Auvo;1189;1238;3
Auvonpoika;11;12;1
Avar;6;0;0
Avery;9;6;0
Avi;17;15;1
Aviel;9;8;0
Aviv;8;7;0
Avni;17;17;1
Avraham;15;13;1
Avram;7;6;0
Awab;5;0;0
Awad;27;25;1
Awat;10;8;1
Aweis;21;21;1
Aweys;14;14;1
Awil;34;31;1
Aws;16;12;1
Axel;3950;3804;3
Axeli;20;18;1
Axell;6;0;0
Axl;51;48;1
Axu;17;17;1
Ayaan;18;13;1
Ayaanle;8;6;0
Ayad;34;24;1
Ayan;13;10;1
Ayanle;12;11;1
Ayaz;16;12;1
Aydan;6;5;0
Ayden;19;14;1
Aydin;40;37;1
Aye;9;8;0
Ayham;8;7;0
Ayhan;19;19;1
Aykut;9;8;0
Ayman;111;91;2
Aymen;12;7;1
Ayo;8;8;0
Ayobami;6;6;0
Ayodeji;7;7;0
Ayodele;12;12;1
Ayomide;16;13;1
Ayomikun;6;5;0
Ayoob;7;0;0
Ayoub;43;41;1
Ayrton;16;14;1
Ayub;63;56;1
Ayuub;56;52;1
Ayyub;6;6;0
Azaan;5;5;0
Azad;73;65;1
Azam;7;6;0
Azat;7;7;0
Azeddine;5;5;0
Azeem;6;6;0
Azeez;15;7;1
Azhar;15;12;1
Azim;9;10;0
Aziz;111;109;2
Azizullah;9;7;0
Azlan;5;0;0
Azzeddine;0;5;0
B.;5;0;0
Ba;29;29;1
Baba;5;5;0
Babak;19;19;1
Babatunde;13;13;1
Baboucarr;14;13;1
Babu;5;5;0
Bach;10;7;1
Bachir;8;8;0
Badal;10;10;1
Badara;6;5;0
Bader;9;8;0
Badr;19;15;1
Bahaa;15;13;1
Bahadur;21;19;1
Bahattin;5;0;0
Bahgat;5;5;0
Bahir;5;5;0
Bahman;17;16;1
Bahnaan;5;0;0
Bahoz;7;6;0
Bahram;15;14;1
Bahri;9;9;0
Bai;6;6;0
Bailey;15;13;1
Bajram;19;17;1
Bakar;15;13;1
Bakari;8;8;0
Bakary;14;13;1
Baker;8;7;0
Bakhtiar;19;17;1
Baki;8;8;0
Bakir;10;10;1
Bakr;15;12;1
Balasim;5;5;0
Balázs;10;8;1
Balder;10;9;1
Balen;7;7;0
Bálint;5;0;0
Baltazar;8;7;0
Balthasar;9;9;0
Bamidele;9;8;0
Bang;6;5;0
Bao;65;53;1
Baptiste;7;6;0
Baqer;6;5;0
Baraa;9;5;0
Barak;5;0;0
Baraka;7;6;0
Baran;70;63;1
Bardia;5;5;0
Barham;16;14;1
Bari;7;0;0
Baris;33;32;1
Barnabas;13;12;1
Barnabás;6;6;0
Barre;8;8;0
Barry;22;22;1
Bart;11;11;1
Bartolomeus;6;6;0
Bartosz;6;6;0
Baruch;6;6;0
Barzan;8;7;0
Basel;8;5;0
Bashar;22;20;1
Bashiir;23;23;1
Bashir;109;99;2
Bashkim;13;13;1
Basil;30;31;1
Basile;5;0;0
Basilius;28;31;1
Basim;13;10;1
Basir;7;7;0
Basit;8;6;0
Basita;6;6;0
Basri;9;9;0
Bassam;29;24;1
Bassem;11;10;1
Bastiaan;5;5;0
Bastian;125;114;2
Bator;5;5;0
Battista;6;6;0
Batu;17;16;1
Batuhan;13;11;1
Bayram;27;26;1
Bear;9;7;0
Beat;7;7;0
Beau;8;7;0
Bechir;9;8;0
Beck;6;7;0
Bedirhan;11;11;1
Bedri;16;16;1
Behar;14;14;1
Behnam;13;13;1
Behrouz;7;6;0
Behzad;14;14;1
Bekim;25;25;1
Bekir;18;17;1
Béla;21;21;1
Belal;15;15;1
Ben;1046;1015;3
ben;22;1015;1
Benaja;9;9;0
Bence;8;7;0
Benedek;7;7;0
Benedict;74;68;1
Benedictus;10;10;1
Benedikt;46;47;1
Ben-Erik;12;12;1
Bengt;2109;2191;3
Bengt-Erik;36;36;1
Bengt-Göran;10;10;1
Bengt-Johan;15;16;1
Bengt-Olof;14;14;1
Bengt-Ove;5;5;0
Bengtson;5;5;0
Bengtsson;18;18;1
Bengt-Åke;5;5;0
Benhard;24;23;1
Benhart;5;0;0
Beni;20;17;1
Beniamin;8;8;0
Benito;17;18;1
Benja;16;15;1
Benjam;865;866;2
Benjami;746;746;2
Benjamin;12175;11332;4
Benji;6;6;0
Benn;10;10;1
Benne;7;6;0
Bennet;18;18;1
Bennett;12;12;1
Benni;5;5;0
Benno;17;17;1
Benny;342;336;2
Benoit;7;7;0
Ben-Olof;5;5;0
Benson;6;0;0
Bent;9;9;0
Bentley;9;8;0
Benton;5;0;0
Benyam;6;6;0
Benyamin;48;44;1
Beppe;5;0;0
Berat;51;48;1
Berg;5;5;0
Berhane;5;0;0
Berk;23;22;1
Berkan;8;8;0
Berkay;8;8;0
Bernard;91;86;1
Bernardo;21;20;1
Bernd;24;23;1
Berndt;361;369;2
Berndt-Gustaf;5;5;0
Berndt-Johan;5;5;0
Berndtsson;6;6;0
Berner;5;5;0
Bernhard;1414;1438;3
Bernt;355;364;2
Bero;8;8;0
Bert;83;82;1
Bertel;855;894;2
Bertelsson;11;11;1
Berthold;9;9;0
Bertil;553;573;2
Bertilsson;5;0;0
Bertram;6;6;0
Bertrand;11;10;1
Besar;5;0;0
Besart;18;18;1
Besfort;5;0;0
Beshir;5;5;0
Besian;6;5;0
Besim;20;20;1
Besmir;5;5;0
Besnik;24;20;1
Bewar;5;5;0
Bharat;5;5;0
Bijan;7;7;0
Bikash;5;0;0
Bikram;7;0;0
Bilaal;20;19;1
Bilal;166;147;2
Bile;19;18;1
Bilel;5;5;0
Bill;61;58;1
Bille;5;0;0
Billy;47;46;1
Bin;30;26;1
Binh;40;36;1
Biniam;8;7;0
Binod;5;0;0
Binyamin;7;6;0
Bior;5;5;0
Birger;1319;1377;3
Birgersson;16;19;1
Birhat;5;5;0
Birk;58;54;1
Birol;5;5;0
Bishal;7;7;0
Bishnu;8;8;0
Bjarne;790;823;2
Bjorn;11;10;1
Björn;1718;1702;3
Bjørn;16;15;1
Björn-Erik;33;34;1
Björn-Olof;20;22;1
Björnson;19;20;1
Björnsson;26;26;1
Blair;8;8;0
Blaise;6;5;0
Blake;23;23;1
Blend;7;7;0
Blendi;9;9;0
Bleon;5;5;0
Blerim;16;14;1
Bleron;7;7;0
Blerton;5;0;0
Blessing;14;10;1
Blu;5;0;0
Blue;12;12;1
Bo;1638;1667;3
Bo-Anders;18;18;1
Boateng;6;0;0
Bob;51;50;1
Bobby;22;18;1
Bobi;5;5;0
Bobo;6;6;0
Bo-Christer;5;5;0
Bodo;5;0;0
Boe;6;5;0
Bo-Eric;8;8;0
Bo-Erik;166;167;2
Boes;13;13;1
Bogale;0;5;0
Bogdan;53;46;1
Bogislaus;9;10;0
Bo-Gunnar;13;12;1
Bo-Gustav;12;13;1
Bo-Göran;56;57;1
Bo-Henrik;9;9;0
Bo-Håkan;11;11;1
Bojan;10;9;1
Bo-Johan;13;15;1
Bol;5;0;0
Boleslaw;9;9;0
Bo-Magnus;5;5;0
Bo-Mikael;5;5;0
Bo-Peter;0;5;0
Bora;12;12;1
Boran;12;10;1
Bore;26;27;1
Borhan;8;7;0
Boris;627;652;2
Bosco;5;5;0
Bosson;10;10;1
Botan;6;6;0
Botond;7;7;0
Botvid;6;6;0
Boualem;7;7;0
Boubaker;5;5;0
Bouchaib;7;6;0
Bo-Viking;5;5;0
Bowen;7;7;0
Boy;18;19;1
Boyd;5;5;0
Bradford;5;5;0
Bradley;27;24;1
Brady;7;6;0
Brage;57;62;1
Brahim;40;41;1
Brandon;102;91;2
Branko;8;8;0
Brayan;11;10;1
Brayden;9;9;0
Brendan;29;30;1
Brendon;7;7;0
Brent;9;8;0
Bret;5;5;0
Brett;17;17;1
Brian;181;173;2
Bright;8;8;0
Bronislaw;5;5;0
Bronson;5;5;0
Brooklyn;9;9;0
Bror;1186;1232;3
Bror-Eric;5;6;0
Bror-Erik;75;76;1
Bror-Johan;5;5;0
Bror-Åke;6;6;0
Brown;6;6;0
Bruce;67;64;1
Bruck;7;7;0
Bruno;703;663;2
Bruuno;34;35;1
Bryan;56;52;1
Bryn;5;0;0
Brynolf;123;127;2
Bu;6;6;0
Bubacarr;6;5;0
Bujar;23;22;1
Bulut;6;6;0
Burak;30;29;1
Bure;8;8;0
Burhan;44;40;1
Burim;7;7;0
Burkhard;6;6;0
Burton;6;5;0
Buster;16;16;1
Buule;6;6;0
Bülent;23;21;1
Bünyamin;5;0;0
Byron;17;18;1
Börge;5;5;0
Börje;1185;1241;3
Börjesson;9;10;0
C;8;8;0
Caapo;5;0;0
Caelan;5;0;0
Caesar;18;15;1
Cahit;7;7;0
Cai;27;29;1
Caijus;7;7;0
Cain;8;7;0
Caio;6;6;0
Caius;144;141;2
Caj;250;258;2
Caj-Erik;9;9;0
Caj-Olof;5;0;0
Cajus;19;19;1
Caleb;50;41;1
Cali;5;0;0
Calle;91;88;1
Callum;11;10;1
Calvin;54;50;1
Cameron;67;66;1
Camil;6;5;0
Camille;7;6;0
Camillo;10;10;1
Camilo;47;43;1
Campbell;21;21;1
Can;122;111;2
Caner;10;9;1
Cao;16;16;1
Carel;8;7;0
Carim;6;6;0
Carl;4572;4470;3
Carl-Anders;20;20;1
Carl-Anton;20;20;1
Carl-August;9;9;0
Carl-Axel;40;40;1
Carl-Bertil;5;0;0
Carl-Christian;25;25;1
Carl-Emil;14;14;1
Carl-Eric;46;49;1
Carl-Erik;154;157;2
Carl-Fredrik;21;24;1
Carl-Gunnar;7;7;0
Carl-Gustaf;94;98;1
Carl-Gustav;155;155;2
Carl-Göran;20;20;1
Carl-Henrik;106;106;2
Carli;5;5;0
Carlito;5;5;0
Carl-Johan;340;353;2
Carl-Magnus;63;64;1
Carl-Martin;6;6;0
Carl-Michael;15;15;1
Carl-Mikael;36;36;1
Carlo;180;171;2
Carl-Olav;5;5;0
Carl-Olof;27;29;1
Carlos;377;355;2
Carl-Oscar;38;37;1
Carl-Oskar;14;14;1
Carl-Otto;9;9;0
Carl-Peter;6;6;0
Carl-Philip;6;6;0
Carlsson;14;14;1
Carlton;6;5;0
Carl-Uno;7;7;0
Carl-Victor;10;10;1
Carl-Vilhelm;6;6;0
Carl-Wilhelm;18;19;1
Carl-William;6;6;0
Carl-Åke;5;6;0
Carmelo;16;17;1
Caro;21;21;1
Carol;21;22;1
Carolus;86;88;1
Carrick;5;0;0
Carson;9;10;0
Carsten;22;21;1
Carter;9;8;0
Cary;17;17;1
Casey;17;15;1
Cash;8;7;0
Casimir;648;640;2
Casmir;23;21;1
Caspar;88;82;1
Casper;1644;1566;3
Casperi;18;17;1
Caspian;305;224;2
Cassius;20;16;1
Castiel;9;8;0
Castor;31;28;1
Catalin;10;10;1
Cato;5;5;0
Cay;81;83;1
Cayden;7;7;0
Ceasar;5;0;0
Cebastian;5;5;0
Cecil;32;32;1
Cedric;95;90;1
Cédric;11;10;1
Cedrik;40;38;1
Celal;11;11;1
Celestin;5;5;0
Celvin;5;0;0
Cem;29;26;1
Cemal;23;23;1
Cemil;12;12;1
Cengiz;18;17;1
Cenk;5;0;0
Cenneth;9;9;0
Cesar;43;42;1
César;14;13;1
Cesare;9;8;0
Çetin;5;0;0
Cevdet;5;5;0
Cevin;23;23;1
Chad;5;5;0
Chaim;7;7;0
Chaiwat;5;5;0
Chakib;6;6;0
Chalak;5;0;0
Chan;16;15;1
Chandra;25;23;1
Chang;6;6;0
Chanh;0;5;0
Chanon;7;7;0
Charalambos;7;7;0
Charbel;7;7;0
Charl;5;5;0
Charles;594;591;2
Charlie;217;182;2
Charly;5;0;0
Chatchai;5;5;0
Chau;15;15;1
Chege;6;6;0
Cheikh;7;7;0
Chen;16;14;1
Cheng;19;19;1
Cherif;8;8;0
Cherno;8;7;0
Chester;8;8;0
Chi;52;49;1
Chia;10;10;1
Chibueze;10;10;1
Chibuike;9;9;0
Chibuikem;5;5;0
Chibuzor;5;5;0
Chidera;12;11;1
Chidi;10;9;1
Chidiebere;7;7;0
Chidozie;6;0;0
Chidubem;11;10;1
Chigozie;10;9;1
Chijioke;7;7;0
Chika;0;5;0
Chike;8;8;0
Chima;6;6;0
Chimezie;11;10;1
Chin;5;5;0
Chinedu;20;19;1
Chinedum;8;8;0
Chinh;9;8;0
Chinonso;5;0;0
Chisom;9;9;0
Cho;8;8;0
Choi;6;6;0
Chol;11;10;1
Choman;7;6;0
Chong;7;6;0
Chris;166;160;2
Christel;5;5;0
Christen;6;7;0
Christer;2513;2541;3
Christersson;6;6;0
Christiaan;21;19;1
Christian;10528;10388;4
Christiano;15;14;1
Christiansson;13;13;1
Christjan;7;7;0
Christo;16;15;1
Christof;7;7;0
Christofer;154;145;2
Christoff;7;7;0
Christoffer;1521;1508;3
Christoforos;0;5;0
Christoph;71;68;1
Christophe;43;39;1
Christopher;1188;1157;3
Christos;43;40;1
Chukwudi;8;7;0
Chukwuebuka;6;6;0
Chukwuemeka;20;18;1
Chukwuma;8;8;0
Chun;18;19;1
Chung;16;15;1
Cian;19;19;1
Ciaran;6;5;0
Cicero;5;5;0
Cihan;13;14;1
Cillian;5;0;0
Cim;6;7;0
Cimi;6;6;0
Cimraan;7;6;0
Ciprian;10;10;1
Ciro;10;10;1
Civan;6;6;0
Ciya;6;6;0
Claes;162;160;2
Claës;10;10;1
Claes-Göran;10;10;1
Claes-Henrik;7;8;0
Clarence;18;17;1
Clarens;0;6;0
Clark;22;22;1
Clas;183;184;2
Clas-Erik;7;8;0
Clas-Göran;30;29;1
Clas-Henrik;6;7;0
Clas-Johan;5;5;0
Clas-Åke;6;6;0
Claude;50;48;1
Claudio;65;63;1
Claudiu;6;5;0
Claudius;19;17;1
Claus;125;121;2
Clay;5;5;0
Clayton;11;11;1
Clemens;11;10;1
Clement;20;17;1
Clément;7;7;0
Clemente;6;6;0
Cliff;7;7;0
Clifford;23;24;1
Clifton;8;8;0
Clinton;10;9;1
Clive;5;5;0
Clovis;6;6;0
Clyde;9;9;0
Coby;6;5;0
Cody;21;21;1
Cole;22;19;1
Colin;218;200;2
Collin;20;19;1
Collins;14;13;1
Colt;6;0;0
Colton;9;5;0
Columbus;7;7;0
Conan;10;10;1
Concord;5;0;0
Cong;46;46;1
Conner;0;5;0
Connor;43;41;1
Conny;274;275;2
Conor;20;18;1
Conrad;107;103;2
Constantin;97;91;1
Constantine;13;12;1
Constantinos;8;9;0
Cooper;25;23;1
Corey;6;6;0
Cornel;5;0;0
Cornelis;43;41;1
Cornelius;38;34;1
Cosimo;10;10;1
Coskun;7;7;0
Cosmo;61;60;1
Costa;6;5;0
Courage;6;6;0
Craig;27;25;1
Crispian;5;5;0
Crispin;8;8;0
Crister;91;93;1
Cristian;934;901;2
Cristiano;40;36;1
Cristo;7;7;0
Cristobal;7;7;0
Cristofer;23;20;1
Cristoffer;35;35;1
Cristopher;21;20;1
Cruz;8;7;0
Csaba;16;16;1
Cumhur;7;7;0
Cuong;42;39;1
Curt;153;157;2
Curtis;14;13;1
Cyril;20;20;1
Cyrus;18;16;1
D;5;5;0
Daahir;12;11;1
Daan;14;12;1
Daani;6;6;0
Daaniel;11;10;1
Daavid;139;138;2
Dag;119;114;2
Dage;35;36;1
Dagiro;5;5;0
Dahen;5;0;0
Dahir;89;72;1
Dai;27;26;1
Daiki;5;5;0
Daisuke;6;6;0
Dakhil;9;10;0
Dakota;5;5;0
Dale;20;15;1
Dalha;5;5;0
Dalmar;8;7;0
Dalton;10;11;1
Damian;156;128;2
Damiano;8;7;0
Damiel;12;9;1
Damien;178;165;2
Damir;38;33;1
Damon;26;23;1
Dan;1505;1494;3
Dana;33;27;1
Dan-Anders;39;39;1
Dane;9;9;0
Danel;23;19;1
Dánel;5;5;0
Dan-Erik;51;51;1
Dang;33;30;1
Danh;11;11;1
Dan-Henrik;7;7;0
Dani;588;573;2
Danial;71;60;1
Daniar;9;9;0
Daniel;15688;15056;4
Daniël;10;9;1
Dániel;15;15;1
Daniele;65;65;1
Daniil;233;209;2
Danijel;6;6;0
Danil;72;61;1
Danila;43;39;1
Danilo;40;34;1
Daniyal;8;5;0
Dan-Johan;6;6;0
Dan-Mikael;8;8;0
Danne;7;7;0
Danny;77;76;1
Dan-Ole;5;5;0
Dan-Olof;11;11;1
Dan-Ove;5;5;0
Dan-Peter;5;5;0
Dante;168;142;2
Dany;23;22;1
Danyal;12;12;1
Danyar;7;5;0
Danyel;6;7;0
Daoud;11;11;1
Dara;16;15;1
Darcy;6;6;0
Dardan;15;12;1
Daren;6;6;0
Darian;19;17;1
Dariel;7;6;0
Darin;71;62;1
Dario;63;56;1
Daris;12;10;1
Darius;71;64;1
Dariush;23;20;1
Dariusz;8;8;0
Darko;8;8;0
Darrell;11;10;1
Darren;30;30;1
Darshan;5;5;0
Darwin;7;6;0
Daryl;8;8;0
Daryoush;6;6;0
Dastan;14;13;1
Dat;44;38;1
Dau;5;5;0
Daud;32;31;1
Dave;53;54;1
Daven;5;5;0
Davi;23;20;1
David;2103;2025;3
Dávid;7;5;0
Davide;32;30;1
Davidson;6;5;0
Davin;45;41;1
Davinder;6;6;0
Davis;18;16;1
Davit;8;7;0
Davood;11;10;1
Davud;12;8;1
Davut;7;8;0
Davy;14;14;1
Dawda;8;6;0
Dawid;9;8;0
Dawit;20;18;1
Dawod;5;0;0
Dawood;18;16;1
Dawud;12;11;1
Day;5;5;0
Dayan;5;0;0
Dayeb;6;6;0
Dayo;5;0;0
De;26;23;1
de;15;23;1
Dean;94;86;1
Declan;18;16;1
Deen;6;0;0
Deep;7;7;0
Deepak;10;8;1
Deeq;11;11;1
Dejan;12;10;1
Del;7;5;0
Dela;6;0;0
Delil;5;6;0
Demba;5;5;0
Demetrius;5;5;0
Demian;29;26;1
Demir;30;26;1
Deng;18;18;1
Deni;15;15;1
Deniel;21;19;1
Denis;411;376;2
Denisovich;5;0;0
Deniss;13;12;1
Deniz;168;158;2
Dennis;787;779;2
Denny;13;13;1
Denys;16;11;1
Denzel;12;12;1
Deon;20;16;1
Derek;70;69;1
Derick;9;7;0
Derin;6;5;0
Derrick;30;29;1
Desmond;36;32;1
Desta;6;5;0
Dev;11;11;1
Devansh;5;5;0
Devid;8;8;0
Devin;54;49;1
Devon;9;5;0
Devran;11;9;1
Devrim;10;10;1
Dewin;14;11;1
Dexter;36;32;1
Dhahir;7;0;0
Dhani;5;5;0
Dheyaa;9;8;0
Di;5;6;0
Dia;6;6;0
Diaa;6;5;0
Diako;14;14;1
Diamant;6;6;0
Diamond;7;0;0
Diar;62;54;1
Diari;5;5;0
Dias;8;6;0
Dick;271;279;2
Didar;8;7;0
Didier;19;19;1
Didrik;37;35;1
Diego;136;129;2
Diesel;5;5;0
Dieter;40;40;1
Dietmar;5;6;0
Dietrich;13;14;1
Dieu;6;6;0
Dieudonne;5;5;0
Dija;5;5;0
Dijar;9;8;0
Dilan;28;27;1
Diler;8;8;0
Dillon;8;8;0
Dilshad;7;5;0
Dima;21;21;1
Dimi;15;13;1
Dimidri;9;9;0
Dimitar;15;14;1
Dimitri;701;681;2
Dimitrij;8;8;0
Dimitrios;60;55;1
Dimitris;17;17;1
Dimitrov;15;13;1
Din;17;12;1
Dindar;7;7;0
Dinesh;6;5;0
Ding;6;6;0
Dinh;31;30;1
Dinis;6;5;0
Dino;63;60;1
Dio;7;5;0
Dion;53;40;1
Dionis;5;5;0
Dior;10;0;1
Dirk;17;17;1
Divine;5;0;0
Diyar;30;29;1
Djamel;10;8;1
Django;7;7;0
Dler;7;6;0
Dlovan;5;5;0
Dmitri;264;245;2
Dmitrievich;10;7;1
Dmitrii;77;53;1
Dmitrij;28;28;1
Dmitriy;15;14;1
Dmitry;201;184;2
Dmytro;31;27;1
Do;14;11;1
Doan;10;9;1
Dogan;17;14;1
Dogukan;6;5;0
Doh;7;6;0
Dom;5;0;0
Dome;14;14;1
Domenic;8;8;0
Domenico;25;21;1
Domenik;5;0;0
Domi;7;7;0
Domingo;10;10;1
Dominic;483;429;2
Dominick;33;32;1
Dominicus;24;24;1
Dominik;157;143;2
Dominikus;6;5;0
Dominique;33;29;1
Don;78;74;1
Donald;100;102;2
Donart;6;5;0
Donat;6;6;0
Donato;8;7;0
Donatus;12;12;1
Dong;14;13;1
Doni;15;14;1
Donny;7;7;0
Donovan;10;10;1
Dony;6;6;0
Dorian;40;37;1
Doron;11;9;1
Doruk;5;0;0
Douglas;108;100;2
Dov;7;7;0
Dragan;7;7;0
Dren;8;5;0
Drew;6;6;0
Drilon;13;12;1
Drin;7;7;0
Driss;26;27;1
Driton;13;13;1
Du;5;5;0
Duale;6;6;0
Duane;6;6;0
Duc;112;104;2
Duncan;25;25;1
Dung;46;46;1
Duong;28;24;1
Duraan;7;7;0
Durim;8;8;0
Duru;5;5;0
Dustin;6;6;0
Duy;81;76;1
Dwayne;7;8;0
Dylan;171;157;2
Dzenan;5;5;0
Dzevad;5;0;0
Earl;13;13;1
Ebbe;92;78;1
Ebbot;7;7;0
Eben;45;32;1
Ebenezer;19;19;1
Ebenhard;24;24;1
Eber;9;9;0
Eberhard;16;14;1
Ebou;8;8;0
Ebrahim;37;33;1
Ebrima;29;23;1
Ebube;5;0;0
Ed;12;12;1
Eddi;19;18;1
Eddie;295;279;2
Eddin;12;9;1
Eddine;26;24;1
Eddy;44;42;1
Edel;21;18;1
Edem;7;7;0
Eden;36;28;1
Edgar;310;299;2
Edgard;8;7;0
Edgardo;9;9;0
Edhem;5;5;0
Edi;53;47;1
Ediel;6;0;0
Edil;14;11;1
Edin;36;33;1
Edip;7;6;0
Edis;14;13;1
Edison;25;20;1
Ediz;8;8;0
Edmond;29;28;1
Edmund;90;93;1
Edo;6;5;0
Edoardo;18;18;1
Edon;17;15;1
Edouard;26;25;1
Edric;10;8;1
Edris;17;15;1
Edsel;6;6;0
Edson;11;11;1
Edu;6;7;0
Eduard;217;203;2
Eduardo;103;99;2
Eduart;5;0;0
Edvald;5;5;0
Edvar;13;8;1
Edvard;5696;5768;3
Edvart;94;92;1
Edvi;7;7;0
Edvin;3777;3331;3
Edward;1635;1535;3
Edwart;13;11;1
Edwin;604;521;2
Eeben;13;10;1
Eedi;13;12;1
Eedis;5;0;0
Eedvard;23;23;1
Eedvart;8;8;0
Eedvin;11;11;1
Eeka;169;161;2
Eeki;60;60;1
Eeku;5;0;0
Eele;5;5;0
Eeles;12;10;1
Eeli;5752;5118;3
Eelia;34;31;1
Eelian;10;8;1
Eelias;5;0;0
Eeliel;57;56;1
Eelis;7148;6874;3
Eelo;16;14;1
Eelon;24;17;1
Eelovi;25;21;1
Eelu;12;11;1
Eemel;57;49;1
Eemeli;23907;23420;4
Eemi;2229;1918;3
Eemiel;8;6;0
Eemil;14216;13520;4
Eemili;24;25;1
Eemin;14;9;1
Eemos;13;9;1
Eemu;124;124;2
Eeno;20;19;1
Eenok;35;36;1
Eenokki;88;100;1
Eenos;5;5;0
Eepi;51;46;1
Eepo;7;7;0
Eepu;7;7;0
Eera;14;13;1
Eeri;38;32;1
Eeric;7;6;0
Eerik;7744;7732;3
Eerikinpoika;6;5;0
Eerikki;2401;2431;3
Eero;24629;25327;4
Eero-Antero;5;0;0
Eero-Antti;9;9;0
Eero-Heikki;6;6;0
Eero-Juhani;7;8;0
Eero-Matias;7;7;0
Eero-Matti;28;28;1
Eero-Mikko;5;5;0
Eeronpoika;126;119;2
Eero-Oskari;9;9;0
Eeropekka;25;25;1
Eero-Pekka;95;97;1
Eero-Petteri;6;6;0
Eero-Sakari;5;5;0
Eero-Veikko;11;11;1
Eesa;5;0;0
Eesau;6;6;0
Eeti;429;395;2
Eetos;6;0;0
Eetu;15680;15361;4
Eetu-Eemeli;5;5;0
Eetu-Elmeri;6;5;0
Eetu-Kalle;6;6;0
Eetu-Matias;6;6;0
Eetu-Matti;13;13;1
Eetu-Mikael;5;5;0
Eetunpoika;10;9;1
Eetu-Oskari;29;29;1
Eetu-Pekka;38;38;1
Eetu-Petteri;44;44;1
Eetu-Valtteri;6;6;0
Eetu-Veikko;5;5;0
Eetu-Ville;13;13;1
Eetvart;10;11;1
Eetvartti;33;33;1
Eetvi;19;17;1
Eevald;30;31;1
Eeveri;9;8;0
Eevert;2724;2555;3
Eevertti;992;974;2
Eevo;5;0;0
Eewert;18;18;1
Efe;88;75;1
Efim;8;8;0
Efosa;18;16;1
Efraim;169;165;2
Efrain;5;5;0
Ege;24;20;1
Egert;16;15;1
Eghosa;11;10;1
Egidius;6;6;0
Egil;144;142;2
Egnar;5;5;0
Egon;69;67;1
Egor;82;74;1
Egzon;24;24;1
Eh;15;13;1
Ehab;19;15;1
Ehsan;34;28;1
Eicca;9;9;0
Eid;9;6;0
Eidan;6;6;0
Eiden;5;0;0
Eigil;7;8;0
Eihab;5;5;0
Eijo;10;11;1
Eikka;236;213;2
Eiler;30;30;1
Eilert;12;12;1
Eilif;8;6;0
Eilo;66;62;1
Eilon;5;0;0
Eimert;6;6;0
Einar;1980;1985;3
Einari;9968;10271;3
Einarsson;6;6;0
Einer;8;8;0
Eino;21358;20843;4
Eino-Aleksi;5;5;0
Eino-Antti;6;6;0
Eino-Heikki;5;5;0
Einojuhani;11;11;1
Eino-Juhani;20;20;1
Eino-Kalle;5;5;0
Eino-Matti;8;8;0
Einonpoika;14;13;1
Eino-Olavi;9;9;0
Eino-Olli;5;5;0
Eino-Oskari;6;6;0
Eino-Pekka;23;22;1
Eino-Veikko;11;10;1
Eino-Ville;5;5;0
Eiric;9;10;0
Eirik;143;141;2
Eisa;9;8;0
Eitan;13;12;1
Eitel;6;6;0
Eivind;8;10;0
Eje;6;5;0
Ejnar;19;17;1
Ejvind;27;27;1
Eka;13;13;1
Eke;7;7;0
Ekene;6;6;0
Eki;119;119;2
Ekin;9;5;0
Ekke;17;16;1
Ekko;11;11;1
Ekku;93;91;1
Eko;12;10;1
Ekow;7;7;0
Ekrem;17;18;1
El;97;92;1
Elad;6;0;0
Elai;8;6;0
Elamin;6;6;0
Elan;6;0;0
Eldar;22;16;1
Elden;10;10;1
Eldin;25;23;1
Ele;15;17;1
Eleasar;13;13;1
Eleazar;5;5;0
Eleftherios;6;5;0
Elessar;11;11;1
Elhadi;5;5;0
Elham;6;5;0
Eli;102;85;2
Elia;1525;1289;3
Eliah;77;66;1
Eliahu;8;8;0
Eliakim;6;5;0
Eliam;20;17;1
Elian;418;327;2
Elián;5;0;0
Elias;27886;26578;4
Elías;9;7;0
